year,variable,mean,upperCI,lowerCI,lowerCI_positive
2008,PEDGEN1,86.85706281017201,92.97385627705341,80.74026934329062,80.74026934329062
2008,PEDSPEC1,0.6561853099099483,1.6706913354095836,-0.35832071558968726,0
2009,NONPEDGEN1,12.662757998421394,19.031351882014512,6.294164114828277,6.294164114828277
2009,NONPEDSPEC1,1.59296115262012,2.267503050021289,0.9184192552189514,0.9184192552189514
2009,PEDGEN1,80.67975652097724,89.37703584784683,71.98247719410766,71.98247719410766
2009,PEDSPEC1,5.064524327981239,13.26130619137448,-3.132257535412003,0
2010,NONPEDGEN1,14.502444406941247,20.15635503929076,8.848533774591736,8.848533774591736
2010,NONPEDSPEC1,1.3984438371878032,3.0709015280324756,-0.27401385365686903,0
2010,PEDGEN1,81.4788964388072,88.62936665223545,74.32842622537893,74.32842622537893
2010,PEDSPEC1,2.6202153170637597,6.014576947528067,-0.7741463134005474,0
